step,train_l1_loss_mean,train_l1_loss_std,train_l2_loss_mean,train_l2_loss_std,train_corr_mean,train_corr_std,test_l1_loss_mean,test_l1_loss_std,test_l2_loss_mean,test_l2_loss_std,test_corr_mean,test_corr_std
23999,0.1153399795293808,0.005394534673541784,0.022133037447929382,0.0024896131362766027,0.008279195986688137,0.05610004439949989,0.1139662116765976,0.005414439830929041,0.021533532068133354,0.002665048697963357,-0.00891790445894003,0.06122271716594696
24999,0.11533258110284805,0.005398229695856571,0.022132575511932373,0.0024955335538834333,0.008574987761676311,0.0551476813852787,0.1131715252995491,0.0057126483879983425,0.021577412262558937,0.0028565761167556047,-0.014705253764986992,0.0581994391977787
25999,0.11531666666269302,0.005379192531108856,0.02213519625365734,0.0025012001860886812,0.008783096447587013,0.054861895740032196,0.11382214725017548,0.005488101858645678,0.02153276465833187,0.002706360537558794,-0.021188193932175636,0.046685438603162766
26999,0.1153588742017746,0.005331533960998058,0.022138210013508797,0.002489711157977581,0.009325810708105564,0.05471078306436539,0.1131884902715683,0.00560409389436245,0.021563757210969925,0.002820956753566861,0.00010153384937439114,0.06889133900403976
27999,0.11533655971288681,0.005386405158787966,0.022128082811832428,0.002486706478521228,0.0087512182071805,0.056002914905548096,0.11309242248535156,0.00571098830550909,0.02156791277229786,0.002860835986211896,-0.006810758728533983,0.057095881551504135
28999,0.11533491313457489,0.005380065180361271,0.022137342020869255,0.00250078272074461,0.00848876778036356,0.0551254004240036,0.11330292373895645,0.005598844960331917,0.021533014252781868,0.002791748847812414,-0.006740515120327473,0.06559542566537857
29999,0.115310899913311,0.005303695797920227,0.0221247561275959,0.0024826654698699713,0.008455943316221237,0.05374545231461525,0.11335835605859756,0.005592747125774622,0.02152356691658497,0.0027784763369709253,-0.0007464024820365012,0.060089536011219025
30999,0.11532282084226608,0.005345502868294716,0.022126387804746628,0.002484025666490197,0.009194272570312023,0.05486125499010086,0.11398060619831085,0.005385944154113531,0.021526755765080452,0.0026543119456619024,-0.006692930590361357,0.06776054948568344
31999,0.11533088982105255,0.0053367530927062035,0.02213008515536785,0.0024886445607990026,0.00890019815415144,0.055253949016332626,0.11422760784626007,0.005354695953428745,0.02153288945555687,0.0026130503974854946,0.0026176709216088057,0.06777166575193405
32999,0.11532994359731674,0.005356591660529375,0.022126605734229088,0.0024898089468479156,0.009662633761763573,0.054353632032871246,0.11344855278730392,0.005539244040846825,0.021518614143133163,0.00275232270359993,-0.004007004201412201,0.07007833570241928
33999,0.11534536629915237,0.0053450800478458405,0.022135552018880844,0.0024968921206891537,0.009255876764655113,0.054518524557352066,0.11378956586122513,0.005450718570500612,0.021517585963010788,0.0026909825392067432,-0.004805573727935553,0.0633811429142952
34999,0.11534608900547028,0.005371479317545891,0.02213011495769024,0.002485899953171611,0.008780727162957191,0.05525074899196625,0.11321526765823364,0.005627185106277466,0.021539166569709778,0.0028099610935896635,0.001091326354071498,0.06761892139911652
35999,0.11532818526029587,0.005365907680243254,0.022132454439997673,0.0025003610644489527,0.008467990905046463,0.055013567209243774,0.11371426284313202,0.005461165681481361,0.021519675850868225,0.0026975953951478004,-0.00471846666187048,0.0760132223367691
36999,0.11533215641975403,0.005316991358995438,0.022125868126749992,0.002485570963472128,0.0084898816421628,0.053967710584402084,0.1137118861079216,0.005474275443702936,0.021514086052775383,0.0027020310517400503,-0.00475878594443202,0.06134258955717087
37999,0.115312360227108,0.005304109770804644,0.022117793560028076,0.0024877586401998997,0.010068942792713642,0.05474408343434334,0.1130366325378418,0.005741422530263662,0.021574700251221657,0.0028732866048812866,-0.004131965804845095,0.06516357511281967
38999,0.11531525105237961,0.005351249594241381,0.02212684601545334,0.0024928885977715254,0.009765940718352795,0.05491853877902031,0.11381398886442184,0.005458117462694645,0.021518366411328316,0.0026877897325903177,-0.0074868639931082726,0.06252225488424301
39999,0.11529963463544846,0.00536221032962203,0.022117748856544495,0.002485236618667841,0.009772555902600288,0.05492520332336426,0.11367296427488327,0.0054689510725438595,0.021518202498555183,0.0027082953602075577,-0.005240756552666426,0.06765608489513397
40999,0.11532551795244217,0.005338957067579031,0.022125093266367912,0.002485561417415738,0.008710832335054874,0.055046405643224716,0.11373215168714523,0.005457958672195673,0.02151508815586567,0.0026952342595905066,-0.003754396690055728,0.06541222333908081
41999,0.11533214151859283,0.005329575389623642,0.0221252404153347,0.0024870450142771006,0.0094213942065835,0.054608456790447235,0.11309128254652023,0.005702906753867865,0.02156662568449974,0.00285600358620286,-0.004488255362957716,0.06075943633913994
42999,0.11529786884784698,0.005315124057233334,0.022119926288723946,0.002485338831320405,0.010325932875275612,0.05530593916773796,0.11374770849943161,0.0054678888991475105,0.021514583379030228,0.0026982836425304413,-0.0035458984784781933,0.061109792441129684
43999,0.11530810594558716,0.0053479839116334915,0.022119419649243355,0.0024879921693354845,0.009383737109601498,0.055049482733011246,0.11321348696947098,0.005649849306792021,0.021541202440857887,0.002816668478772044,-0.00841359980404377,0.06053915247321129
44999,0.11529956012964249,0.005354683380573988,0.022117888554930687,0.002490909304469824,0.0105352271348238,0.05528530105948448,0.11431149393320084,0.005370765924453735,0.021541649475693703,0.002606236608698964,-0.003366794204339385,0.06462112814188004
45999,0.11531779170036316,0.005349577870219946,0.02212107926607132,0.0024873162619769573,0.010093996301293373,0.05524282529950142,0.1136196106672287,0.005496564321219921,0.021515192463994026,0.00271965516731143,-0.004151790868490934,0.06618020683526993
46999,0.1152932345867157,0.005326029844582081,0.02211986482143402,0.002485560951754451,0.010915206745266914,0.05522876977920532,0.1142222136259079,0.005371809005737305,0.021536022424697876,0.002618171973153949,-0.005398835055530071,0.0700516551733017
47999,0.11532139778137207,0.005338315386325121,0.022118352353572845,0.0024861611891537905,0.011569252237677574,0.05500170215964317,0.11344244331121445,0.005557415075600147,0.02151845023036003,0.0027565318159759045,-0.003998709376901388,0.06605035811662674
48999,0.11528970301151276,0.005330560728907585,0.0221137385815382,0.0024863211438059807,0.012346047908067703,0.053938642144203186,0.11340175569057465,0.005564542952924967,0.021521855145692825,0.0027662599459290504,-0.0035567425657063723,0.06789623945951462
49999,0.11530471593141556,0.005314656998962164,0.02212064154446125,0.0024854158982634544,0.011573082767426968,0.054275304079055786,0.11343840509653091,0.0055608563125133514,0.021521853283047676,0.002761148614808917,-0.006952925119549036,0.06247788667678833
50999,0.11529828608036041,0.005332988686859608,0.022119099274277687,0.0024897742550820112,0.012590617872774601,0.05346211791038513,0.11336001008749008,0.005586735438555479,0.021522078663110733,0.0027752560563385487,0.000731250795070082,0.06496025621891022
51999,0.1153186485171318,0.0053076473996043205,0.022122273221611977,0.0024866084568202496,0.012010278180241585,0.05303521454334259,0.11363369971513748,0.005491964984685183,0.021512171253561974,0.002716364338994026,-0.0004956663469783962,0.07051507383584976
52999,0.11530803143978119,0.005309274420142174,0.022117367014288902,0.0024885849561542273,0.010965554974973202,0.05454744026064873,0.11384619027376175,0.005441923625767231,0.02151576615869999,0.0026785125955939293,-0.0027825215365737677,0.07005307823419571
53999,0.11528869718313217,0.005328004714101553,0.022117534652352333,0.0024910164065659046,0.011546717956662178,0.053135693073272705,0.11484868079423904,0.005319916643202305,0.021592240780591965,0.002540858928114176,-0.006882252637296915,0.057283416390419006
54999,0.11531425267457962,0.005355959292501211,0.022116171196103096,0.0024844687432050705,0.011449302546679974,0.053095608949661255,0.11373237520456314,0.005473209545016289,0.021514607593417168,0.00270068203099072,-0.005987381096929312,0.06624062359333038
55999,0.11529258638620377,0.005327705759555101,0.022112572565674782,0.002486354671418667,0.012062976136803627,0.05329985171556473,0.1135329157114029,0.005530831404030323,0.021515047177672386,0.002738852985203266,-0.00589193357154727,0.06403303891420364
56999,0.11530259996652603,0.005339187569916248,0.022117435932159424,0.0024921412114053965,0.012413368560373783,0.05374975875020027,0.11346222460269928,0.005555848125368357,0.021519755944609642,0.0027573369443416595,-0.009185501374304295,0.057949356734752655
57999,0.1152988001704216,0.005315480753779411,0.02211938425898552,0.002491971245035529,0.012362955138087273,0.05445357412099838,0.11375178396701813,0.005478334613144398,0.021518319845199585,0.0027008529286831617,-0.0104996832087636,0.062234167009592056
58999,0.1152956634759903,0.005298980046063662,0.022113552317023277,0.002483440563082695,0.012339143082499504,0.05444265156984329,0.11331357806921005,0.005602212622761726,0.02153666503727436,0.0027918501291424036,-0.012061171233654022,0.05909666791558266
59999,0.115298792719841,0.005347218364477158,0.022119976580142975,0.0024969112128019333,0.012187868356704712,0.05457330122590065,0.11397720873355865,0.005436137784272432,0.021519789472222328,0.002660127356648445,-0.003692302852869034,0.05750880762934685
60999,0.11529531329870224,0.005331818014383316,0.02211536280810833,0.002486236859112978,0.013756349682807922,0.05250334367156029,0.11426331102848053,0.0053761969320476055,0.021539483219385147,0.00261698174290359,-0.010850305669009686,0.05879881605505943
61999,0.11532042175531387,0.005328013561666012,0.022116824984550476,0.0024860890116542578,0.013305713422596455,0.05441834777593613,0.11378354579210281,0.0054713888093829155,0.02151811309158802,0.00269581307657063,-0.012155848555266857,0.05705792084336281
62999,0.115297831594944,0.005339702125638723,0.02211553230881691,0.00248919241130352,0.013286970555782318,0.05331774055957794,0.11384580284357071,0.005462161265313625,0.021516354754567146,0.0026833894662559032,-0.007290523964911699,0.05937588959932327
63999,0.11529328674077988,0.005339909344911575,0.022117557004094124,0.002491498365998268,0.011808428913354874,0.051802363246679306,0.11427028477191925,0.005388496909290552,0.02153925597667694,0.00261887488886714,-0.008158666081726551,0.06007389724254608
64999,0.11530914157629013,0.005314880516380072,0.022115573287010193,0.002484876662492752,0.013941151089966297,0.05367949604988098,0.11358076333999634,0.005513789597898722,0.021515266969799995,0.002732288558036089,-0.005471059121191502,0.057320162653923035
65999,0.11528225243091583,0.005356672685593367,0.022114036604762077,0.002489791251718998,0.01447766087949276,0.053912099450826645,0.11390509456396103,0.0054410346783697605,0.02151675522327423,0.0026745351497083902,0.0027748628053814173,0.05995555967092514
66999,0.11529237776994705,0.005347477272152901,0.022112732753157616,0.0024883293081074953,0.013091965578496456,0.054879311472177505,0.1136520653963089,0.005494606215506792,0.021516909822821617,0.002719647716730833,-0.008035481907427311,0.0557498075067997
67999,0.11533069610595703,0.005341267213225365,0.02211829461157322,0.0024904580786824226,0.013225685805082321,0.05318659543991089,0.11339624226093292,0.00557595444843173,0.021525541320443153,0.002774009248241782,-0.008283533155918121,0.055936217308044434
68999,0.11527136713266373,0.005355105735361576,0.022112969309091568,0.0024944248143583536,0.014486688189208508,0.053439732640981674,0.11409788578748703,0.00541318254545331,0.021529940888285637,0.0026474311016499996,-0.010448797605931759,0.05338074266910553
69999,0.11531234532594681,0.005346958991140127,0.022116735577583313,0.0024902706500142813,0.01387846376746893,0.05249553918838501,0.11334501206874847,0.005605118814855814,0.02152891643345356,0.0027867730241268873,-0.00895585399121046,0.05280831456184387
70999,0.1152789443731308,0.005351480562239885,0.022112343460321426,0.002491386840119958,0.015745021402835846,0.05340616777539253,0.11398277431726456,0.00542974378913641,0.021522458642721176,0.0026638254057615995,-0.007101841736584902,0.05396731570363045
71999,0.11530554294586182,0.005356612615287304,0.02211390994489193,0.0024931777734309435,0.014760296791791916,0.05253090336918831,0.11344612389802933,0.0055654579773545265,0.021522166207432747,0.0027651034761220217,-0.008239561691880226,0.054319024085998535
72999,0.11529453843832016,0.00534044299274683,0.0221159216016531,0.0024937062989920378,0.013822765089571476,0.0545189343392849,0.113645538687706,0.0054969205521047115,0.021515222266316414,0.0027199264150112867,-0.008228082209825516,0.05570119619369507
73999,0.11530038714408875,0.005335935857146978,0.022114988416433334,0.0024895949754863977,0.014678705483675003,0.05310796946287155,0.11317703872919083,0.005662502255290747,0.02154667116701603,0.0028286713641136885,-0.003768496448174119,0.05780632793903351
74999,0.1152881383895874,0.005347329191863537,0.022114047780632973,0.002490280894562602,0.015043839812278748,0.05493197217583656,0.1140161082148552,0.005437894724309444,0.021522726863622665,0.002659701509401202,-0.005834769923239946,0.05879247561097145
75999,0.11529180407524109,0.005339284893125296,0.022113097831606865,0.002489923033863306,0.014759347774088383,0.05334135517477989,0.11353637278079987,0.005536449141800404,0.021517565473914146,0.002745749894529581,-0.007006826810538769,0.05689447000622749
76999,0.11529657989740372,0.005335499532520771,0.02211381494998932,0.002489248523488641,0.014649500139057636,0.053623802959918976,0.11333469301462173,0.0056186094880104065,0.02152821607887745,0.0027920145075768232,-0.006663586478680372,0.054124876856803894
77999,0.11529095470905304,0.005343377590179443,0.022113550454378128,0.0024908981285989285,0.014571459032595158,0.054420288652181625,0.11375094205141068,0.005491149611771107,0.021514086052775383,0.0027040077839046717,-0.003486806293949485,0.05383790656924248
78999,0.115293949842453,0.005333839450031519,0.022113822400569916,0.002491488354280591,0.015509199351072311,0.052567366510629654,0.11378340423107147,0.005481865257024765,0.021514620631933212,0.0026978361420333385,-0.0028921987395733595,0.04944240301847458
79999,0.11530720442533493,0.00532083073630929,0.022113436833024025,0.0024865202140063047,0.014876033179461956,0.054154105484485626,0.11392055451869965,0.005446773488074541,0.021518727764487267,0.0026731700636446476,-0.005112493876367807,0.04516145959496498
80999,0.11529619991779327,0.005342912394553423,0.02211512066423893,0.0024891479406505823,0.014936605468392372,0.05328713357448578,0.11326689273118973,0.005646230187267065,0.02153688669204712,0.002808764111250639,-0.013003497384488583,0.0487830750644207
81999,0.11528872698545456,0.005325397476553917,0.022112635895609856,0.0024844673462212086,0.014786754734814167,0.05410970747470856,0.11367754638195038,0.005503286141902208,0.02151663415133953,0.002718393923714757,-0.014255044981837273,0.04762794449925423
82999,0.11528883129358292,0.005322332493960857,0.022111324593424797,0.002482634037733078,0.017303619533777237,0.05334574729204178,0.11371099948883057,0.005500970873981714,0.021522095426917076,0.002717450726777315,-0.014841164462268353,0.03563093766570091
83999,0.11528798192739487,0.005355032626539469,0.022113341838121414,0.0024918592534959316,0.016472944989800453,0.05343078449368477,0.1136479601264,0.005515712779015303,0.02151871658861637,0.0027258831541985273,-0.013799252919852734,0.036342427134513855
84999,0.1152864471077919,0.005333475302904844,0.022115277126431465,0.002487865975126624,0.015214265324175358,0.05236159637570381,0.11388450860977173,0.005469777155667543,0.02151969075202942,0.002684816485270858,-0.011028973385691643,0.04154279828071594
85999,0.115298330783844,0.005356107372790575,0.02211088500916958,0.002487795427441597,0.016875170171260834,0.05289508029818535,0.11365700513124466,0.005512446165084839,0.021523093804717064,0.0027294366154819727,-0.017995193600654602,0.04166429117321968
86999,0.11529699712991714,0.005327389109879732,0.022111713886260986,0.0024900122079998255,0.016976429149508476,0.05321932211518288,0.11387743800878525,0.005478718783706427,0.0215204618871212,0.002688912209123373,-0.014141642488539219,0.03497053310275078
87999,0.11527156084775925,0.005340303294360638,0.022108888253569603,0.0024905591271817684,0.016885830089449883,0.052064914256334305,0.11387967318296432,0.005456441547721624,0.02151987887918949,0.0026831889990717173,-0.010110271163284779,0.04062623158097267
88999,0.11530554294586182,0.005345216486603022,0.022109882906079292,0.0024863246362656355,0.017469391226768494,0.05443757399916649,0.11345113068819046,0.005578381009399891,0.0215250663459301,0.0027708658017218113,-0.011817054823040962,0.03894335776567459
89999,0.11528744548559189,0.005368063226342201,0.022110912948846817,0.0024960548616945744,0.015313219279050827,0.05204451084136963,0.11333571374416351,0.005628230515867472,0.02153187058866024,0.0027980769518762827,-0.009187101386487484,0.036302946507930756
90999,0.11527799814939499,0.005350330378860235,0.022109927609562874,0.002495015738531947,0.01701381616294384,0.052249837666749954,0.11365224421024323,0.005534111987799406,0.02152080275118351,0.002734691835939884,-0.01034875400364399,0.03493359312415123
91999,0.11529266089200974,0.005334119312465191,0.022111130878329277,0.0024893246591091156,0.016633350402116776,0.05420743301510811,0.11331275850534439,0.005646150093525648,0.021539537236094475,0.0028120819479227066,-0.008550040423870087,0.028644604608416557
92999,0.11525359749794006,0.00533405551686883,0.022107429802417755,0.0024925153702497482,0.017153305932879448,0.05314517766237259,0.11412567645311356,0.005428801290690899,0.021532442420721054,0.002650073729455471,-0.011523246765136719,0.03409077599644661
93999,0.11530826985836029,0.0053179082460701466,0.022113481536507607,0.0024871674831956625,0.01702430285513401,0.053175993263721466,0.11373358964920044,0.005516210570931435,0.02152087353169918,0.0027202030178159475,-0.012433945201337337,0.03364013135433197
94999,0.11529306322336197,0.0053406767547130585,0.022111093625426292,0.002488314639776945,0.018232809379696846,0.053695064038038254,0.11338666826486588,0.005626123398542404,0.02153604105114937,0.002798313507810235,-0.015176651999354362,0.03153019770979881
95999,0.11527885496616364,0.005313313566148281,0.02211133949458599,0.00248772744089365,0.01684366725385189,0.05232898145914078,0.11390461027622223,0.005475548096001148,0.02152189053595066,0.0026869915891438723,-0.010309142991900444,0.04194727540016174
96999,0.11528654396533966,0.005334485322237015,0.022110579535365105,0.002490697195753455,0.018589388579130173,0.05415903031826019,0.11407196521759033,0.005432243458926678,0.02152984030544758,0.0026571997441351414,-0.011890717782080173,0.04143068939447403
97999,0.11529017984867096,0.005348911043256521,0.022111818194389343,0.0024962732568383217,0.017343346029520035,0.05277165025472641,0.11373686045408249,0.005501252599060535,0.021521003916859627,0.002714567119255662,-0.013233714736998081,0.03905286267399788
98999,0.11528715491294861,0.0053314510732889175,0.02211109921336174,0.0024909982457756996,0.018389765173196793,0.05246048420667648,0.11371638625860214,0.005505579058080912,0.02152438834309578,0.002722400240600109,-0.015858741477131844,0.03724187612533569
99999,0.11528447270393372,0.005320979282259941,0.0221147108823061,0.002494004089385271,0.01619303598999977,0.05289182439446449,0.11439814418554306,0.005384908989071846,0.02154768630862236,0.0026019772049039602,-0.0007644534925930202,0.035234786570072174
